Metodo,Dist,RT,Escenc,Mapa,ED,FO,G,E,U,T,TO
CPLEX,UNIFORME,HARD,,500,2000,0.91,13,2788,0.2364,5400,
CPLEX,UNIFORME,HARD,,500,2000,0.91,15,2700,0.1773,5400,
CPLEX,UNIFORME,HARD,,500,2000,0.91,16,2646,0.1666,5400,
CPLEX,UNIFORME,HARD,,500,2000,0.91,14,2773,0.2074,5400,
HEURISTICA,UNIFORME,HARD,,500,2000,1.19,13,3879,1,1.53,
HEURISTICA,UNIFORME,HARD,,500,2000,1.05,14,3088,0.9997,1.821,
HEURISTICA,UNIFORME,HARD,,500,2000,1.2,13,3923,1,1.53,
HEURISTICA,UNIFORME,HARD,,500,2000,0.99,18,2783,0.4685,1.96,
HEURISTICA,UNIFORME,HARD,,500,2000,1.24,17,3715,0.9999,1.62,
HEURISTICA,UNIFORME,HARD,,500,3000,1.61,15,5765,1,3.67,
HEURISTICA,UNIFORME,HARD,,500,3000,1.57,18,5269,1,3.9,
HEURISTICA,UNIFORME,HARD,,500,3000,1.28,20,3967,0.5645,4.67,
HEURISTICA,UNIFORME,HARD,,500,3000,1.35,20,3975,0.9999,4.65,
HEURISTICA,UNIFORME,HARD,,500,3000,1.53,16,5280,1,4.24,
HEURISTICA,UNIFORME,HARD,,500,4000,1.64,23,5277,0.8076,8.65,
HEURISTICA,UNIFORME,HARD,,500,4000,1.62,19,5400,1,8.08,
HEURISTICA,UNIFORME,HARD,,500,4000,1.99,18,7369,1,7.28,
HEURISTICA,UNIFORME,HARD,,500,4000,1.68,22,5411,0.9995,8.67,
HEURISTICA,UNIFORME,HARD,,500,4000,1.88,18,6815,1,7.1,
HEURISTICA,UNIFORME,HARD,,500,5000,2.15,22,7782,0.9978,10.84,
HEURISTICA,UNIFORME,HARD,,500,5000,1.88,22,6695,0.6486,15.04,
HEURISTICA,UNIFORME,HARD,,500,5000,1.84,21,6609,0.6267,14.12,
HEURISTICA,UNIFORME,HARD,,500,5000,2.09,16,8057,1,13.07,
HEURISTICA,UNIFORME,HARD,,500,5000,2.04,20,7421,1,12.42,
HEURISTICA,UNIFORME,HARD,,500,6000,2.59,21,10057,1,20.45,
HEURISTICA,UNIFORME,HARD,,500,6000,2.09,29,7101,0.6,20.81,
HEURISTICA,UNIFORME,HARD,,500,6000,2.1,24,7673,0.5783,23.28,
HEURISTICA,UNIFORME,HARD,,500,6000,2.12,25,7809,0.8226,22.47,
HEURISTICA,UNIFORME,HARD,,500,6000,2.21,25,7809,0.9967,23.19,
HEURISTICA,UNIFORME,HARD,,500,7000,2.57,22,9864,1,23.24,
HEURISTICA,UNIFORME,HARD,,500,7000,2.69,18,10895,0.9993,30.06,
HEURISTICA,UNIFORME,HARD,,500,7000,2.97,19,12188,1,27.8,
HEURISTICA,UNIFORME,HARD,,500,7000,2.62,17,10617,0.9994,33.85,
HEURISTICA,UNIFORME,HARD,,500,7000,2.74,18,11135,0.999,30,
HEURISTICA,UNIFORME,HARD,,500,8000,3.15,22,12752,1,39.8,
HEURISTICA,UNIFORME,HARD,,500,8000,2.64,27,9908,0.7605,46.54,
HEURISTICA,UNIFORME,HARD,,500,8000,2.87,20,11575,1,41.58,
HEURISTICA,UNIFORME,HARD,,500,8000,2.61,30,9399,0.8339,45.11,
HEURISTICA,UNIFORME,HARD,,500,8000,3.05,21,12403,1,36,
HEURISTICA,UNIFORME,HARD,,500,9000,3.44,20,14422,1,52.87,
HEURISTICA,UNIFORME,HARD,,500,9000,3.23,23,13166,1,50.29,
HEURISTICA,UNIFORME,HARD,,500,9000,3.09,24,12292,0.9997,45.08,
HEURISTICA,UNIFORME,HARD,,500,9000,3.23,23,13065,1,50.08,
HEURISTICA,UNIFORME,HARD,,500,9000,3.41,22,14407,1,49.45,
HEURISTICA,UNIFORME,HARD,,500,10000,3.46,23,14211,1,68.9,
HEURISTICA,UNIFORME,HARD,,500,10000,3.08,26,12010,1,77.25,
HEURISTICA,UNIFORME,HARD,,500,10000,3.5,23,14435,0.999,69.33,
HEURISTICA,UNIFORME,HARD,,500,10000,3.84,21,16340,1,64.48,
HEURISTICA,UNIFORME,HARD,,500,10000,3.66,21,15442,1,65.13,
HEURISTICA,UNIFORME,HARD,,500,11000,4,23,16421,1,94.71,
HEURISTICA,UNIFORME,HARD,,500,11000,3.86,21,16235,1,88.6,
HEURISTICA,UNIFORME,HARD,,500,11000,3.63,21,15278,1,85.18,
HEURISTICA,UNIFORME,HARD,,500,11000,3.81,22,16076,1,86.25,
HEURISTICA,UNIFORME,HARD,,500,11000,3.74,22,15748,1,87.82,
HEURISTICA,UNIFORME,HARD,,500,12500,2.58,23,20382,1,113.26,
HEURISTICA,UNIFORME,HARD,,500,12500,2.48,24,19272,1,112.7,
HEURISTICA,UNIFORME,HARD,,500,12500,2.52,24,19578,1,103.69,
HEURISTICA,UNIFORME,HARD,,500,12500,2.33,26,17303,1,98.28,
HEURISTICA,UNIFORME,HARD,,500,12500,2.48,24,19243,1,126.34,
HEURISTICA,UNIFORME,HARD,,500,14000,2.5,37,16826,1,189.3,
HEURISTICA,UNIFORME,HARD,,500,14000,2.8,28,21576,1,138.9,
HEURISTICA,UNIFORME,HARD,,500,14000,2.7,27,20876,1,159.49,
HEURISTICA,UNIFORME,HARD,,500,14000,2.55,42,16346,0.9998,179.36,
HEURISTICA,UNIFORME,HARD,,500,14000,2.52,35,17378,0.9999,188.64,
HEURISTICA,UNIFORME,HARD,,500,15500,2.91,28,22764,1,217.42,
HEURISTICA,UNIFORME,HARD,,500,15500,2.81,31,21082,1,196.14,
HEURISTICA,UNIFORME,HARD,,500,15500,2.96,27,23446,1,199.63,
HEURISTICA,UNIFORME,HARD,,500,15500,3.14,29,24775,1,214.17,
HEURISTICA,UNIFORME,HARD,,500,15500,2.98,28,23462,1,217.76,
HEURISTICA,UNIFORME,HARD,,500,17000,3.21,27,25886,1,293.9,
HEURISTICA,UNIFORME,HARD,,500,17000,3.03,29,23691,1,275.26,
HEURISTICA,UNIFORME,HARD,,500,17000,3.23,30,25562,1,224.58,
HEURISTICA,UNIFORME,HARD,,500,17000,3.17,31,24687,1,283.86,
HEURISTICA,UNIFORME,HARD,,500,17000,2.86,38,20265,0.9998,319.8,
HEURISTICA,UNIFORME,HARD,,500,18500,3.05,45,20752,1,373.48,
HEURISTICA,UNIFORME,HARD,,500,18500,3.37,33,26346,1,325.41,
HEURISTICA,UNIFORME,HARD,,500,18500,3.32,30,26451,1,374.66,
HEURISTICA,UNIFORME,HARD,,500,18500,3.4,30,27222,1,351.35,
HEURISTICA,UNIFORME,HARD,,500,18500,3.44,33,27017,1,307.14,
HEURISTICA,UNIFORME,HARD,,500,20000,3.51,31,28142,1,382.81,
HEURISTICA,UNIFORME,HARD,,500,20000,3.54,36,27440,1,390.04,
HEURISTICA,UNIFORME,HARD,,500,20000,3.73,33,29931,1,468.45,
HEURISTICA,UNIFORME,HARD,,500,20000,3.57,35,27942,1,435.76,
HEURISTICA,UNIFORME,HARD,,500,20000,3.7,32,29789,1,368.43,
CPLEX,CLOUD,HARD,NO,1000,4000,5.79,35,4862,0.3013,1478.33,
CPLEX,CLOUD,HARD,NO,1000,4000,6.19,34,5213,0.3841,120.67,
CPLEX,CLOUD,HARD,NO,1000,4000,5.56,30,4719,0.3151,510.15,
CPLEX,CLOUD,HARD,NO,1000,4000,5.88,31,5028,0.3001,242.17,
CPLEX,CLOUD,HARD,NO,1000,4000,5.711,34,4675,0.4567,150.24,
HEURISTICA,CLOUD,HARD,NO,1000,4000,11.11,23,9871,1,6.49,
HEURISTICA,CLOUD,HARD,NO,1000,4000,10.67,24,9409,1,6.04,
HEURISTICA,CLOUD,HARD,NO,1000,4000,10.16,23,8919,1,6.63,
HEURISTICA,CLOUD,HARD,NO,1000,4000,9.86,23,8615,1,6.52,
HEURISTICA,CLOUD,HARD,NO,1000,4000,10.72,28,9381,1,5.66,
CPLEX,CLOUD,HARD,NO,1000,6000,,,,,,
CPLEX,CLOUD,HARD,NO,1000,6000,2.39,40,7349,0.3,5401,SI
CPLEX,CLOUD,HARD,NO,1000,6000,2.37,39,7083,0.4624,5401,SI
CPLEX,CLOUD,HARD,NO,1000,6000,2.37,42,7144,0.2619,5402,SI
HEURISTICA,CLOUD,HARD,NO,1000,6000,2.82,22,11104,1,19.38,
HEURISTICA,CLOUD,HARD,NO,1000,6000,3.5,30,13730,1,15.75,
HEURISTICA,CLOUD,HARD,NO,1000,6000,3.27,25,13059,1,18.48,
HEURISTICA,CLOUD,HARD,NO,1000,6000,3.46,28,13742,1,16.43,
HEURISTICA,CLOUD,HARD,NO,1000,6000,2.75,20,10992,1,20.4,
HEURISTICA,CLOUD,HARD,NO,1000,8000,2.016,27,13980,1,40.21,
HEURISTICA,CLOUD,HARD,NO,1000,8000,1.85,25,12763,1,45.24,
HEURISTICA,CLOUD,HARD,NO,1000,8000,2.12,25,15422,1,35.62,
HEURISTICA,CLOUD,HARD,NO,1000,8000,1.75,21,12555,1,43.47,
HEURISTICA,CLOUD,HARD,NO,1000,8000,1.71,24,11553,1,40.85,
HEURISTICA,CLOUD,HARD,NO,1000,10000,1.49,29,17507,1,76.73,
HEURISTICA,CLOUD,HARD,NO,1000,10000,1.64,36,17640,1,62.39,
HEURISTICA,CLOUD,HARD,NO,1000,10000,1.59,33,17805,1,64.2,
HEURISTICA,CLOUD,HARD,NO,1000,10000,1.68,41,16473,1,59.52,
HEURISTICA,CLOUD,HARD,NO,1000,10000,1.59,34,17380,1,70.23,
HEURISTICA,CLOUD,HARD,NO,1000,15000,2.05,42,23439,1,161.69,
HEURISTICA,CLOUD,HARD,NO,1000,15000,1.98,41,22514,1,179.64,
HEURISTICA,CLOUD,HARD,NO,1000,15000,1.8,34,21636,1,222.1,
HEURISTICA,CLOUD,HARD,NO,1000,15000,1.83,37,21071,1,174.4,
HEURISTICA,CLOUD,HARD,NO,1000,15000,1.96,37,23706,1,207.2,
HEURISTICA,CLOUD,HARD,NO,1000,20000,2.76,32,41708,1,442.13,
HEURISTICA,CLOUD,HARD,NO,1000,20000,2.2,39,27679,1,499.46,
HEURISTICA,CLOUD,HARD,NO,1000,20000,2.58,45,32819,1,351.44,
HEURISTICA,CLOUD,HARD,NO,1000,20000,2.37,41,30237,1,434.8,
HEURISTICA,CLOUD,HARD,NO,1000,20000,2.72,47,34887,1,300.96,
HEURISTICA,CLOUD,HARD,NO,1000,25000,2.91,47,38619,1,740.82,
HEURISTICA,CLOUD,HARD,NO,1000,25000,3.11,57,38540,1,772.01,
HEURISTICA,CLOUD,HARD,NO,1000,25000,2.83,46,37501,1,820.14,
HEURISTICA,CLOUD,HARD,NO,1000,25000,2.81,46,36944,1,612.51,
HEURISTICA,CLOUD,HARD,NO,1000,25000,2.96,48,39194,1,775.11,
HEURISTICA,CLOUD,HARD,NO,1000,30000,3.17,51,42185,1,1365.45,
HEURISTICA,CLOUD,HARD,NO,1000,30000,4.09,41,64564,1,1069.19,
HEURISTICA,CLOUD,HARD,NO,1000,30000,3.88,42,60082,1,770.83,
HEURISTICA,CLOUD,HARD,NO,1000,30000,3.26,57,41790,1,1399.15,
HEURISTICA,CLOUD,HARD,NO,1000,30000,3.43,59,44242,1,1187.04,
HEURISTICA,CLOUD,HARD,NO,1000,35000,3.94,63,52880,1,1557.8,
HEURISTICA,CLOUD,HARD,NO,1000,35000,4.59,48,71747,1,1470.09,
HEURISTICA,CLOUD,HARD,NO,1000,35000,3.87,66,50182,1,1532.68,
HEURISTICA,CLOUD,HARD,NO,1000,35000,3.81,57,52685,1,2055.09,
HEURISTICA,CLOUD,HARD,NO,1000,35000,4.28,41,68361,1,1558.97,
HEURISTICA,CLOUD,HARD,NO,1000,40000,5.13,57,78951,1,2776.5,
HEURISTICA,CLOUD,HARD,NO,1000,40000,5.57,56,88171,1,2510.17,
HEURISTICA,CLOUD,HARD,NO,1000,40000,4.18,63,57549,1,3301.36,
HEURISTICA,CLOUD,HARD,NO,1000,40000,5.1,51,80780,1,2221.92,
HEURISTICA,CLOUD,HARD,NO,1000,40000,5.18,53,81568,1,2062.44,
CPLEX,UNIFORME,HARD,,1000,4000,7.66,45,6612,0.1872,67.72,
CPLEX,UNIFORME,HARD,,1000,4000,8.58,36,7636,0.2849,65.34,
CPLEX,UNIFORME,HARD,,1000,4000,7.85,45,6735,0.2745,61.92,
CPLEX,UNIFORME,HARD,,1000,4000,8.32,38,72221,0.2988,67.79,
CPLEX,UNIFORME,HARD,,1000,4000,8.07,45,6916,0.3253,63.81,
HEURISTICA,UNIFORME,HARD,,1000,4000,12.31,38,10765,1,5.87,
HEURISTICA,UNIFORME,HARD,,1000,4000,12.53,32,11110,1,5.28,
HEURISTICA,UNIFORME,HARD,,1000,4000,12.15,36,10651,1,5.84,
HEURISTICA,UNIFORME,HARD,,1000,4000,12.3,34,10838,1,5.88,
HEURISTICA,UNIFORME,HARD,,1000,4000,12.19,34,10730,1,5.6,
CPLEX,UNIFORME,HARD,,1000,6000,2.94,41,9768,0.4372,227.05,
CPLEX,UNIFORME,HARD,,1000,6000,2.87,40,9549,0.4258,701.06,
CPLEX,UNIFORME,HARD,,1000,6000,3.08,37,10468,0.6457,390.35,
CPLEX,UNIFORME,HARD,,1000,6000,2.96,38,10191,0.4069,455.75,
CPLEX,UNIFORME,HARD,,1000,6000,2.9,40,9889,0.3166,1448.15,
HEURISTICA,UNIFORME,HARD,,1000,6000,4.12,43,15525,1,13.29,
HEURISTICA,UNIFORME,HARD,,1000,6000,4.05,44,15080,1,15.8,
HEURISTICA,UNIFORME,HARD,,1000,6000,4.04,43,15141,1,14.11,
HEURISTICA,UNIFORME,HARD,,1000,6000,3.95,39,15088,1,16.83,
HEURISTICA,UNIFORME,HARD,,1000,6000,4.03,40,15386,1,15.54,
HEURISTICA,UNIFORME,HARD,,1000,8000,2.94,44,19895,1,28.01,
HEURISTICA,UNIFORME,HARD,,1000,8000,2.91,52,17955,1,34.69,
HEURISTICA,UNIFORME,HARD,,1000,8000,2.89,45,19100,1,32.46,
HEURISTICA,UNIFORME,HARD,,1000,8000,2.99,49,19303,1,32.04,
HEURISTICA,UNIFORME,HARD,,1000,8000,2.97,48,19341,1,33.95,
HEURISTICA,UNIFORME,HARD,,1000,10000,2.3,55,23198,1,52.31,
HEURISTICA,UNIFORME,HARD,,1000,10000,2.19,49,23497,1,56.84,
HEURISTICA,UNIFORME,HARD,,1000,10000,2.19,52,22204,1,59.8,
HEURISTICA,UNIFORME,HARD,,1000,10000,2.19,51,22563,1,60.64,
HEURISTICA,UNIFORME,HARD,,1000,10000,2.19,50,22987,1,59.03,
HEURISTICA,UNIFORME,HARD,,1000,15000,2.64,52,31221,1,164.26,
HEURISTICA,UNIFORME,HARD,,1000,15000,2.72,56,31168,1,163.59,
HEURISTICA,UNIFORME,HARD,,1000,15000,2.69,55,30965,1,144.78,
HEURISTICA,UNIFORME,HARD,,1000,15000,2.7,54,31702,1,160.88,
HEURISTICA,UNIFORME,HARD,,1000,15000,3.37,47,47786,1,149.32,
HEURISTICA,UNIFORME,HARD,,1000,20000,3.14,64,36514,1,351.59,
HEURISTICA,UNIFORME,HARD,,1000,20000,3.19,64,37497,1,319.49,
HEURISTICA,UNIFORME,HARD,,1000,20000,3.09,63,35850,1,298.62,
HEURISTICA,UNIFORME,HARD,,1000,20000,3.21,64,57518,1,309.52,
HEURISTICA,UNIFORME,HARD,,1000,20000,4.09,55,57518,1,313.89,
HEURISTICA,UNIFORME,HARD,,1000,25000,3.6,73,42008,1,540.92,
HEURISTICA,UNIFORME,HARD,,1000,25000,3.62,71,43162,1,628.76,
HEURISTICA,UNIFORME,HARD,,1000,25000,3.66,68,45160,1,519.54,
HEURISTICA,UNIFORME,HARD,,1000,25000,3.77,70,46559,1,592.08,
HEURISTICA,UNIFORME,HARD,,1000,25000,3.75,71,45762,1,598.17,
HEURISTICA,UNIFORME,HARD,,1000,30000,3.93,73,48594,1,1040.34,
HEURISTICA,UNIFORME,HARD,,1000,30000,3.95,72,49491,1,989.9,
HEURISTICA,UNIFORME,HARD,,1000,30000,3.98,74,49284,1,997.84,
HEURISTICA,UNIFORME,HARD,,1000,30000,3.92,77,46900,1,1020.61,
HEURISTICA,UNIFORME,HARD,,1000,30000,3.94,77,47284,1,989.96,
HEURISTICA,UNIFORME,HARD,,1000,35000,4.53,76,59345,1,1392.7,
HEURISTICA,UNIFORME,HARD,,1000,35000,4.44,77,57206,1,1476.56,
HEURISTICA,UNIFORME,HARD,,1000,35000,4.48,77,58058,1,1428.71,
HEURISTICA,UNIFORME,HARD,,1000,35000,4.36,77,55624,1,1297.39,
HEURISTICA,UNIFORME,HARD,,1000,35000,4.56,76,59965,1,1425.91,
HEURISTICA,UNIFORME,HARD,,1000,40000,4.91,83,64265,1,1943.61,
HEURISTICA,UNIFORME,HARD,,1000,40000,4.87,84,63115,1,1973.48,
HEURISTICA,UNIFORME,HARD,,1000,40000,5.62,78,80465,1,1473.72,
HEURISTICA,UNIFORME,HARD,,1000,40000,5.01,85,65516,1,1914.37,
HEURISTICA,UNIFORME,HARD,,1000,40000,5.64,75,81964,1,406.94,
CPLEX,CLOUD,MEDIUM,SI,100,20,8.46,4,87,0.0076,0.14,
CPLEX,CLOUD,MEDIUM,SI,100,20,8.64,4,87,0.0075,0.14,
CPLEX,CLOUD,MEDIUM,SI,100,20,9.39,3,116,0.015,0.34,
CPLEX,CLOUD,MEDIUM,SI,100,20,8.11,3,92,0.013,0.15,
CPLEX,CLOUD,MEDIUM,SI,100,20,7.93,4,74,0.006,0.17,
CPLEX,CLOUD,MEDIUM,NO,100,20,2.26,1,20,0.0066,1.44,
CPLEX,CLOUD,MEDIUM,NO,100,20,2.28,1,20,0.0071,0.84,
CPLEX,CLOUD,MEDIUM,NO,100,20,2.26,1,20,0.0068,1.33,
CPLEX,CLOUD,MEDIUM,NO,100,20,2.28,1,20,0.0071,1.16,
CPLEX,CLOUD,MEDIUM,NO,100,20,2.32,1,20,0.0081,1.13,
HEURISTICA,CLOUD,MEDIUM,SI,100,20,11.86,5,127,0.013,0.001,
HEURISTICA,CLOUD,MEDIUM,SI,100,20,11.37,6,102,0.007,0.001,
HEURISTICA,CLOUD,MEDIUM,SI,100,20,10,3,129,0.14,0.001,
HEURISTICA,CLOUD,MEDIUM,SI,100,20,9.1,3,111,0.014,0.001,
HEURISTICA,CLOUD,MEDIUM,SI,100,20,8.98,3,107,0.0161,0.002,
HEURISTICA,CLOUD,MEDIUM,NO,100,20,2.26,1,20,0.0066,0.003,
HEURISTICA,CLOUD,MEDIUM,NO,100,20,2.28,1,20,0.0071,0.003,
HEURISTICA,CLOUD,MEDIUM,NO,100,20,2.26,1,20,0.0068,0.003,
HEURISTICA,CLOUD,MEDIUM,NO,100,20,2.28,1,20,0.0071,0.003,
HEURISTICA,CLOUD,MEDIUM,NO,100,20,2.32,1,20,0.0081,0.004,
CPLEX,CLOUD,MEDIUM,SI,100,50,10.26,4,298,0.0191,1.1,
CPLEX,CLOUD,MEDIUM,SI,100,50,10.66,4,315,0.0231,0.92,
CPLEX,CLOUD,MEDIUM,SI,100,50,8.67,3,267,0.0211,0.71,
CPLEX,CLOUD,MEDIUM,SI,100,50,7.59,3,215,0.0185,1.05,
CPLEX,CLOUD,MEDIUM,SI,100,50,9.31,3,290,0.0331,0.76,
CPLEX,CLOUD,MEDIUM,NO,100,50,2.32,1,50,0.0205,8.38,
CPLEX,CLOUD,MEDIUM,NO,100,50,2.32,1,52,0.0176,5.75,
CPLEX,CLOUD,MEDIUM,NO,100,50,2.28,1,50,0.0178,10.79,
CPLEX,CLOUD,MEDIUM,NO,100,50,2.34,1,50,0.0217,8.76,
CPLEX,CLOUD,MEDIUM,NO,100,50,2.3,1,50,0.019,6.55,
HEURISTICA,CLOUD,MEDIUM,SI,100,50,11.96,6,269,0.0372,0.004,
HEURISTICA,CLOUD,MEDIUM,SI,100,50,14.32,8,295,0.0271,0.004,
HEURISTICA,CLOUD,MEDIUM,SI,100,50,11.26,5,277,0.0462,0.005,
HEURISTICA,CLOUD,MEDIUM,SI,100,50,7.8,3,221,0.0241,0.006,
HEURISTICA,CLOUD,MEDIUM,SI,100,50,11.16,2,411,0.0602,0.005,
HEURISTICA,CLOUD,MEDIUM,NO,100,50,2.32,1,50,0.0205,0.013,
HEURISTICA,CLOUD,MEDIUM,NO,100,50,2.32,1,52,0.0176,0.013,
HEURISTICA,CLOUD,MEDIUM,NO,100,50,2.28,1,50,0.0178,0.013,
HEURISTICA,CLOUD,MEDIUM,NO,100,50,2.34,1,50,0.0218,0.013,
HEURISTICA,CLOUD,MEDIUM,NO,100,50,2.3,1,50,0.019,0.013,
CPLEX,CLOUD,MEDIUM,SI,100,100,8.89,3,550,0.0502,3.63,
CPLEX,CLOUD,MEDIUM,SI,100,100,7.92,3,471,0.027,3.27,
CPLEX,CLOUD,MEDIUM,SI,100,100,9.23,4,489,0.0442,2.31,
CPLEX,CLOUD,MEDIUM,SI,100,100,10.33,5,512,0.0271,1.64,
CPLEX,CLOUD,MEDIUM,SI,100,100,9.94,4,571,0.03,1.95,
CPLEX,CLOUD,MEDIUM,NO,100,100,2.31,1,100,0.0399,35.08,
CPLEX,CLOUD,MEDIUM,NO,100,100,2.27,1,100,0.035,38.06,
CPLEX,CLOUD,MEDIUM,NO,100,100,2.31,1,100,0.04,42.27,
CPLEX,CLOUD,MEDIUM,NO,100,100,2.28,1,100,0.0361,36.53,
CPLEX,CLOUD,MEDIUM,NO,100,100,2.28,1,100,0.0361,42.15,
HEURISTICA,CLOUD,MEDIUM,SI,100,100,10.48,5,492,0.0722,0.01,
HEURISTICA,CLOUD,MEDIUM,SI,100,100,9.38,4,501,0.0482,0.012,
HEURISTICA,CLOUD,MEDIUM,SI,100,100,11.02,2,805,0.125,0.009,
HEURISTICA,CLOUD,MEDIUM,SI,100,100,14.08,9,489,0.0251,0.008,
HEURISTICA,CLOUD,MEDIUM,SI,100,100,11.03,3,746,0.0733,0.009,
HEURISTICA,CLOUD,MEDIUM,NO,100,100,2.31,1,100,0.0399,0.026,
HEURISTICA,CLOUD,MEDIUM,NO,100,100,2.27,1,100,0.035,0.026,
HEURISTICA,CLOUD,MEDIUM,NO,100,100,2.31,1,100,0.04,0.026,
HEURISTICA,CLOUD,MEDIUM,NO,100,100,2.28,1,100,0.0361,0.025,
HEURISTICA,CLOUD,MEDIUM,NO,100,100,2.28,1,100,0.0363,0.026,
CPLEX,CLOUD,MEDIUM,SI,100,150,9.3,3,895,0.2337,4.74,
CPLEX,CLOUD,MEDIUM,SI,100,150,9.49,4,785,0.0452,4.96,
CPLEX,CLOUD,MEDIUM,SI,100,150,8.58,3,767,0.0843,17.51,
CPLEX,CLOUD,MEDIUM,SI,100,150,10.82,5,837,0.0422,3.53,
CPLEX,CLOUD,MEDIUM,SI,100,150,9.22,3,865,0.0823,4.82,
CPLEX,CLOUD,MEDIUM,NO,100,150,2.3,1,150,0.057,93.64,
CPLEX,CLOUD,MEDIUM,NO,100,150,2.29,1,150,0.0544,60.91,
CPLEX,CLOUD,MEDIUM,NO,100,150,2.27,1,150,0.051,58.77,
CPLEX,CLOUD,MEDIUM,NO,100,150,2.31,1,150,0.0583,74.86,
CPLEX,CLOUD,MEDIUM,NO,100,150,2.29,1,150,0.0549,78.28,
HEURISTICA,CLOUD,MEDIUM,SI,100,150,11.99,2,1336,0.1994,0.013,
HEURISTICA,CLOUD,MEDIUM,SI,100,150,12.8,2,1430,0.2337,0.019,
HEURISTICA,CLOUD,MEDIUM,SI,100,150,8.91,2,939,0.1185,0.015,
HEURISTICA,CLOUD,MEDIUM,SI,100,150,14.85,4,1494,0.1511,0.012,
HEURISTICA,CLOUD,MEDIUM,SI,100,150,12.07,7,721,0.0466,0.015,
HEURISTICA,CLOUD,MEDIUM,NO,100,150,2.3,1,150,0.057,0.041,
HEURISTICA,CLOUD,MEDIUM,NO,100,150,2.29,1,150,0.0544,0.042,
HEURISTICA,CLOUD,MEDIUM,NO,100,150,2.27,1,150,0.051,0.042,
HEURISTICA,CLOUD,MEDIUM,NO,100,150,2.31,1,150,0.0583,0.042,
HEURISTICA,CLOUD,MEDIUM,NO,100,150,2.29,1,150,0.0549,0.042,
CPLEX,CLOUD,MEDIUM,SI,100,200,8.94,3,1109,0.104,11.25,
CPLEX,CLOUD,MEDIUM,SI,100,200,8.46,2,1192,0.1285,18.31,
CPLEX,CLOUD,MEDIUM,SI,100,200,9.74,4,1097,0.0653,9.43,
CPLEX,CLOUD,MEDIUM,SI,100,200,10.28,4,1203,0.0692,6.22,
CPLEX,CLOUD,MEDIUM,SI,100,200,9.77,4,1092,0.0803,4.32,
CPLEX,CLOUD,MEDIUM,NO,100,200,2.28,1,200,0.0713,115.96,
CPLEX,CLOUD,MEDIUM,NO,100,200,2.3,1,200,0.0764,111.99,
CPLEX,CLOUD,MEDIUM,NO,100,200,2.3,1,200,0.0772,112.73,
CPLEX,CLOUD,MEDIUM,NO,100,200,2.28,1,200,0.071,154.93,
CPLEX,CLOUD,MEDIUM,NO,100,200,2.3,1,200,0.0764,149.51,
HEURISTICA,CLOUD,MEDIUM,SI,100,200,9.48,2,1364,0.1707,0.022,
HEURISTICA,CLOUD,MEDIUM,SI,100,200,9.08,2,1286,0.1656,0.018,
HEURISTICA,CLOUD,MEDIUM,SI,100,200,12.15,3,1645,0.2378,0.017,
HEURISTICA,CLOUD,MEDIUM,SI,100,200,120.8,3,1671,0.1852,0.018,
HEURISTICA,CLOUD,MEDIUM,SI,100,200,12.62,4,1576,0.1907,0.022,
HEURISTICA,CLOUD,MEDIUM,NO,100,200,2.28,1,200,0.0713,0.056,
HEURISTICA,CLOUD,MEDIUM,NO,100,200,2.3,1,200,0.0764,0.056,
HEURISTICA,CLOUD,MEDIUM,NO,100,200,2.3,1,200,0.0772,0.056,
HEURISTICA,CLOUD,MEDIUM,NO,100,200,2.28,1,200,0.071,0.056,
HEURISTICA,CLOUD,MEDIUM,NO,100,200,2.3,1,200,0.0764,0.057,
CPLEX,CLOUD,MEDIUM,SI,100,500,8.86,3,2789,0.1827,75.46,
CPLEX,CLOUD,MEDIUM,SI,100,500,8.89,3,2789,0.2038,74.65,
CPLEX,CLOUD,MEDIUM,SI,100,500,9.66,3,3298,0.3744,66.29,
CPLEX,CLOUD,MEDIUM,SI,100,500,8.87,3,2772,0.2088,192.97,
CPLEX,CLOUD,MEDIUM,SI,100,500,8.73,3,2694,0.2199,388.44,
CPLEX,CLOUD,MEDIUM,NO,100,500,2.28,1,500,0.1817,1784.1,
CPLEX,CLOUD,MEDIUM,NO,100,500,2.29,1,500,0.1877,1541,
CPLEX,CLOUD,MEDIUM,NO,100,500,2.3,1,500,0.1958,1888.06,
CPLEX,CLOUD,MEDIUM,NO,100,500,2.3,1,500,0.1908,1452.23,
CPLEX,CLOUD,MEDIUM,NO,100,500,2.3,1,500,0.1908,1611.33,
HEURISTICA,CLOUD,MEDIUM,SI,100,500,10.45,2,3810,0.5333,0.093,
HEURISTICA,CLOUD,MEDIUM,SI,100,500,11.12,3,3760,0.3828,0.089,
HEURISTICA,CLOUD,MEDIUM,SI,100,500,12.02,3,4038,0.609,0.083,
HEURISTICA,CLOUD,MEDIUM,SI,100,500,10.18,3,3298,0.3744,0.091,
HEURISTICA,CLOUD,MEDIUM,SI,100,500,11.2,3,3809,0.2744,0.074,
HEURISTICA,CLOUD,MEDIUM,NO,100,500,2.28,1,500,0.1817,0.204,
HEURISTICA,CLOUD,MEDIUM,NO,100,500,2.29,1,500,0.1877,0.207,
HEURISTICA,CLOUD,MEDIUM,NO,100,500,2.3,1,500,0.1958,0.203,
HEURISTICA,CLOUD,MEDIUM,NO,100,500,2.3,1,500,0.1908,0.196,
