Greedy,generada.dat,-,6,1018,0.0361144
Greedy,generada.dat,-,9,870,0.0210793
Greedy,generada.dat,-,5,1090,0.0561968
Greedy,generada.dat,-,6,976,0.0331094
Greedy,generada.dat,-,10,922,0.0291095
Greedy,generada.dat,-,5,1088,0.0341225
Greedy,generada.dat,-,6,1100,0.0381386
Greedy,generada.dat,-,6,1083,0.120492
Greedy,generada.dat,-,7,1051,0.0411476
Greedy,generada.dat,-,6,986,0.0341346
Greedy,generada.dat,-,7,983,0.0471757
Greedy,generada.dat,-,5,1092,0.0833425
Greedy,generada.dat,-,6,1028,0.0511918
Greedy,generada.dat,-,6,990,0.0461647
Greedy,generada.dat,-,5,1070,0.0341225
Greedy,generada.dat,-,7,959,0.0401386
Greedy,generada.dat,-,5,1116,0.0662913
Greedy,generada.dat,-,7,980,0.0301105
Greedy,generada.dat,-,7,930,0.0321084
Greedy,generada.dat,-,5,1107,0.0521807
Greedy,generada.dat,-,9,880,0.0240863
Greedy,generada.dat,-,6,1026,0.051216
Greedy,generada.dat,-,6,1038,0.0391396
Greedy,generada.dat,-,6,1030,0.0753124
Greedy,generada.dat,-,5,1110,0.055222
Greedy,generada.dat,-,7,939,0.0341346
Greedy,generada.dat,-,5,1124,0.0561968
Greedy,generada.dat,-,5,1056,0.0391396
Greedy,generada.dat,-,5,1130,0.0722853
Greedy,generada.dat,-,7,974,0.0572099
Greedy,generada.dat,-,5,1128,0.0511817
Greedy,generada.dat,-,6,971,0.0371335
Greedy,generada.dat,-,6,991,0.0471999
Greedy,generada.dat,-,6,1003,0.0471999
Greedy,generada.dat,-,6,1009,0.0391396
Greedy,generada.dat,-,6,1027,0.0561968
Greedy,generada.dat,-,6,1049,0.0501929
Greedy,generada.dat,-,5,1046,0.0501807
Greedy,generada.dat,-,5,1126,0.068245
Greedy,generada.dat,-,11,882,0.0240843
Greedy,generada.dat,-,7,978,0.0210934
Greedy,generada.dat,-,7,1030,0.0311115
Greedy,generada.dat,-,7,1009,0.0561968
Greedy,generada.dat,-,7,996,0.0652722
Greedy,generada.dat,-,5,1080,0.0321205
Greedy,generada.dat,-,7,1046,0.0391396
Greedy,generada.dat,-,5,1083,0.0753064
Greedy,generada.dat,-,6,986,0.0361245
Greedy,generada.dat,-,6,1018,0.0391396
Greedy,generada.dat,-,6,980,0.0321306
Greedy,generada.dat,-,5,1084,0.0572502
Greedy,generada.dat,-,5,1080,0.0652662
Greedy,generada.dat,-,5,1038,0.0562411
Greedy,generada.dat,-,6,965,0.0441707
Greedy,generada.dat,-,6,918,0.0240863
Greedy,generada.dat,-,8,914,0.0301306
Greedy,generada.dat,-,5,1084,0.11045
Greedy,generada.dat,-,6,1057,0.0501727
Greedy,generada.dat,-,5,1054,0.0391396
Greedy,generada.dat,-,6,1038,0.056227
Greedy,generada.dat,-,6,1074,0.0622189
Greedy,generada.dat,-,6,1044,0.0461727
Greedy,generada.dat,-,7,930,0.0250793
Greedy,generada.dat,-,6,968,0.0321306
Greedy,generada.dat,-,9,884,0.0210874
Greedy,generada.dat,-,6,1037,0.0561968
Greedy,generada.dat,-,6,1057,0.068245
Greedy,generada.dat,-,5,1098,0.0461808
Greedy,generada.dat,-,5,1068,0.0592461
Greedy,generada.dat,-,8,878,0.0351537
Greedy,generada.dat,-,6,985,0.0381386
Greedy,generada.dat,-,5,1062,0.0471757
Greedy,generada.dat,-,5,1046,0.0461747
Greedy,generada.dat,-,6,981,0.0401386
Greedy,generada.dat,-,7,941,0.0461747
Greedy,generada.dat,-,7,988,0.0281085
Greedy,generada.dat,-,5,1072,0.0431758
Greedy,generada.dat,-,5,1107,0.0622189
Greedy,generada.dat,-,6,999,0.0391396
Greedy,generada.dat,-,7,967,0.0290893
Greedy,generada.dat,-,6,976,0.0441526
Greedy,generada.dat,-,6,1054,0.0491878
Greedy,generada.dat,-,6,954,0.0391396
Greedy,generada.dat,-,6,1033,0.0652622
Greedy,generada.dat,-,7,926,0.0361245
Greedy,generada.dat,-,6,989,0.0391456
Greedy,generada.dat,-,5,1108,0.0521807
Greedy,generada.dat,-,10,872,0.0230994
Greedy,generada.dat,-,5,1062,0.0431436
Greedy,generada.dat,-,5,1194,0.0511717
Greedy,generada.dat,-,6,1099,0.0642551
Greedy,generada.dat,-,7,930,0.0411738
Greedy,generada.dat,-,6,1030,0.0431657
Greedy,generada.dat,-,6,1045,0.0793224
Greedy,generada.dat,-,7,924,0.0482029
Greedy,generada.dat,-,6,978,0.0341124
Greedy,generada.dat,-,7,1013,0.0391597
Greedy,generada.dat,-,6,1010,0.0411396
Greedy,generada.dat,-,5,1053,0.047206
Greedy,generada.dat,-,6,981,0.0421748
Greedy,generada.dat,-,7,928,0.0250773
Greedy,generada.dat,-,7,928,0.0250833
Greedy,generada.dat,-,6,1094,0.0461747
Greedy,generada.dat,-,6,996,0.05522
Greedy,generada.dat,-,5,1084,0.0953927
Greedy,generada.dat,-,6,1000,0.0351456
Greedy,generada.dat,-,6,1016,0.0381386
Greedy,generada.dat,-,5,1026,0.0411657
Greedy,generada.dat,-,5,1092,0.055222
Greedy,generada.dat,-,7,984,0.0260964
Greedy,generada.dat,-,6,1008,0.0391396
Greedy,generada.dat,-,6,954,0.0351235
Greedy,generada.dat,-,6,952,0.0331336
Greedy,generada.dat,-,5,1072,0.0391396
Greedy,generada.dat,-,5,1111,0.0833425
Greedy,generada.dat,-,6,978,0.0461808
Greedy,generada.dat,-,6,944,0.0291175
Greedy,generada.dat,-,5,1102,0.0471918
Greedy,generada.dat,-,5,1098,0.0622189
Greedy,generada.dat,-,8,923,0.0471918
Greedy,generada.dat,-,6,996,0.0341306
Greedy,generada.dat,-,7,1000,0.0441707
Greedy,generada.dat,-,5,1114,0.0491939
Greedy,generada.dat,-,7,990,0.0471999
Greedy,generada.dat,-,6,928,0.0260884
Greedy,generada.dat,-,6,1062,0.0381507
Greedy,generada.dat,-,6,971,0.0461908
Greedy,generada.dat,-,5,1081,0.0542049
Greedy,generada.dat,-,7,933,0.0391396
Greedy,generada.dat,-,5,1107,0.0561968
Greedy,generada.dat,-,6,1032,0.0391355
Greedy,generada.dat,-,6,912,0.0341446
Greedy,generada.dat,-,7,979,0.0431838
Greedy,generada.dat,-,6,1048,0.0461566
Greedy,generada.dat,-,5,1107,0.0582109
Greedy,generada.dat,-,6,1095,0.0461546
Greedy,generada.dat,-,8,922,0.0250974
Greedy,generada.dat,-,5,1095,0.115475
Greedy,generada.dat,-,6,1038,0.0572502
Greedy,generada.dat,-,7,957,0.0491697
Greedy,generada.dat,-,5,1140,0.0572099
Greedy,generada.dat,-,5,1078,0.0662632
Greedy,generada.dat,-,5,1100,0.0411657
Greedy,generada.dat,-,5,1114,0.107445
Greedy,generada.dat,-,8,928,0.0230914
Greedy,generada.dat,-,7,933,0.0371497
Greedy,generada.dat,-,6,993,0.0391396
Greedy,generada.dat,-,6,1089,0.0843355
Greedy,generada.dat,-,6,1038,0.0371275
Greedy,generada.dat,-,7,1075,0.0481707
Greedy,generada.dat,-,6,990,0.0431657
Greedy,generada.dat,-,5,1124,0.107445
Greedy,generada.dat,-,6,956,0.0361466
Greedy,generada.dat,-,5,1142,0.0421567
Greedy,generada.dat,-,8,866,0.0235519
Greedy,generada.dat,-,6,1063,0.0341346
Greedy,generada.dat,-,6,942,0.0361466
Greedy,generada.dat,-,6,973,0.0250954
Greedy,generada.dat,-,6,1006,0.0361366
Greedy,generada.dat,-,5,1148,0.063236
Greedy,generada.dat,-,6,1037,0.0642531
Greedy,generada.dat,-,7,994,0.0471737
Greedy,generada.dat,-,7,964,0.0361346
Greedy,generada.dat,-,6,972,0.0411476
Greedy,generada.dat,-,7,960,0.0341326
Greedy,generada.dat,-,5,1131,0.0873526
Greedy,generada.dat,-,7,948,0.0280924
Greedy,generada.dat,-,5,1090,0.0431597
Greedy,generada.dat,-,8,869,0.0281085
Greedy,generada.dat,-,6,1000,0.0391295
Greedy,generada.dat,-,9,834,0.0220823
Greedy,generada.dat,-,8,915,0.060231
Greedy,generada.dat,-,6,970,0.0361245
Greedy,generada.dat,-,5,1118,0.0783174
Greedy,generada.dat,-,7,954,0.0341265
Greedy,generada.dat,-,5,1102,0.0341366
Greedy,generada.dat,-,8,852,0.0341185
Greedy,generada.dat,-,6,994,0.0391396
Greedy,generada.dat,-,6,1014,0.062243
Greedy,generada.dat,-,5,1148,0.0732701
Greedy,generada.dat,-,6,1018,0.0441768
Greedy,generada.dat,-,5,1106,0.0582109
Greedy,generada.dat,-,7,996,0.0522008
Greedy,generada.dat,-,7,958,0.0351336
Greedy,generada.dat,-,7,949,0.0341306
Greedy,generada.dat,-,5,1106,0.0572099
Greedy,generada.dat,-,5,1068,0.0501787
Greedy,generada.dat,-,7,901,0.0220965
Greedy,generada.dat,-,6,1048,0.0441526
Greedy,generada.dat,-,6,1030,0.0401325
Greedy,generada.dat,-,6,974,0.0331094
Greedy,generada.dat,-,6,1073,0.0833365
Greedy,generada.dat,-,6,978,0.0250773
Greedy,generada.dat,-,6,934,0.0521908
Greedy,generada.dat,-,5,1044,0.0501787
Greedy,generada.dat,-,5,1147,0.0682994
Greedy,generada.dat,-,6,1061,0.0923777
Greedy,generada.dat,-,5,1052,0.0552461
Greedy,generada.dat,-,5,1136,0.0602229
Greedy,generada.dat,-,7,919,0.0281085
Greedy,generada.dat,-,5,1118,0.055222
Greedy,generada.dat,-,6,996,0.0471737
Greedy,generada.dat,-,7,1000,0.0290893
Greedy,generada.dat,-,6,1010,0.0421748
Greedy,generada.dat,-,5,1092,0.055222
Greedy,generada.dat,-,5,1138,0.055222
Greedy,generada.dat,-,6,1054,0.0783114
Greedy,generada.dat,-,6,1065,0.068245
Greedy,generada.dat,-,6,980,0.0361466
Greedy,generada.dat,-,6,988,0.0391396
Greedy,generada.dat,-,5,1111,0.056223
Greedy,generada.dat,-,5,1122,0.0923616
Greedy,generada.dat,-,5,1036,0.0391396
Greedy,generada.dat,-,6,1002,0.0331094
Greedy,generada.dat,-,5,1074,0.0491697
Greedy,generada.dat,-,6,1036,0.0451556
Greedy,generada.dat,-,7,994,0.0271075
Greedy,generada.dat,-,5,1127,0.0471918
Greedy,generada.dat,-,5,1072,0.0592219
Greedy,generada.dat,-,7,1022,0.0471737
Greedy,generada.dat,-,6,1080,0.0582109
Greedy,generada.dat,-,6,998,0.0411496
Greedy,generada.dat,-,6,1078,0.0471677
Greedy,generada.dat,-,7,950,0.0381386
Greedy,generada.dat,-,6,970,0.0431577
Greedy,generada.dat,-,6,1036,0.0331114
Greedy,generada.dat,-,5,1074,0.0341346
Greedy,generada.dat,-,7,1004,0.0401466
Greedy,generada.dat,-,6,1004,0.0662913
Greedy,generada.dat,-,7,910,0.0351476
Greedy,generada.dat,-,7,989,0.0381386
Greedy,generada.dat,-,8,868,0.0240863
Greedy,generada.dat,-,5,1106,0.0622189
Greedy,generada.dat,-,5,1096,0.054221
Greedy,generada.dat,-,6,1060,0.0431778
Greedy,generada.dat,-,9,840,0.0230994
Greedy,generada.dat,-,6,965,0.0461747
Greedy,generada.dat,-,7,1018,0.0401386
Greedy,generada.dat,-,8,845,0.0195423
Greedy,generada.dat,-,7,969,0.062233
Greedy,generada.dat,-,7,916,0.0261045
Greedy,generada.dat,-,5,1090,0.0481647
Greedy,generada.dat,-,7,969,0.0351114
Greedy,generada.dat,-,7,994,0.0511817
Greedy,generada.dat,-,5,1109,0.052225
Greedy,generada.dat,-,8,843,0.0301205
Greedy,generada.dat,-,6,1086,0.0431456
Greedy,generada.dat,-,6,984,0.0421728
Greedy,generada.dat,-,8,1014,0.0742812
Greedy,generada.dat,-,8,986,0.0431456
Greedy,generada.dat,-,7,945,0.0451637
Greedy,generada.dat,-,8,923,0.0491797
Greedy,generada.dat,-,6,1009,0.0371577
Greedy,generada.dat,-,6,1080,0.0431456
Greedy,generada.dat,-,6,938,0.0431758
Greedy,generada.dat,-,6,1068,0.0552059
Greedy,generada.dat,-,6,1036,0.0702792
Greedy,generada.dat,-,5,1087,0.0743034
Greedy,generada.dat,-,8,922,0.0341346
Greedy,generada.dat,-,5,1072,0.0461808
Greedy,generada.dat,-,7,989,0.0341306
Greedy,generada.dat,-,6,974,0.0291195
Greedy,generada.dat,-,7,968,0.0311074
Greedy,generada.dat,-,7,1018,0.0552461
Greedy,generada.dat,-,7,1004,0.0421667
Greedy,generada.dat,-,6,990,0.0391396
Greedy,generada.dat,-,7,996,0.0361225
Greedy,generada.dat,-,5,1138,0.0742892
Greedy,generada.dat,-,6,972,0.0351134
Greedy,generada.dat,-,6,1078,0.068245
Greedy,generada.dat,-,6,1028,0.0622189
Greedy,generada.dat,-,8,904,0.0230894
Greedy,generada.dat,-,6,974,0.0301145
Greedy,generada.dat,-,6,1003,0.0542049
Greedy,generada.dat,-,6,974,0.0551958
Greedy,generada.dat,-,6,1030,0.0391396
Greedy,generada.dat,-,5,1140,0.0843597
Greedy,generada.dat,-,7,988,0.0381386
Greedy,generada.dat,-,5,1144,0.068245
Greedy,generada.dat,-,5,1131,0.0753064
Greedy,generada.dat,-,6,1010,0.0431516
Greedy,generada.dat,-,7,940,0.0461909
Greedy,generada.dat,-,6,1059,0.056219
Greedy,generada.dat,-,7,974,0.0381607
Greedy,generada.dat,-,5,1072,0.0873364
Greedy,generada.dat,-,8,905,0.0391396
Greedy,generada.dat,-,5,1134,0.068245
Greedy,generada.dat,-,6,1042,0.0552079
Greedy,generada.dat,-,5,1066,0.0371416
Greedy,generada.dat,-,8,875,0.0281165
Greedy,generada.dat,-,6,1014,0.0361466
Greedy,generada.dat,-,6,1031,0.0311034
Greedy,generada.dat,-,6,1018,0.0391396
Greedy,generada.dat,-,6,993,0.0411396
Greedy,generada.dat,-,4,1176,0.0471757
Greedy,generada.dat,-,8,970,0.0361466
Greedy,generada.dat,-,6,1011,0.0431838
Greedy,generada.dat,-,6,1104,0.0481848
Greedy,generada.dat,-,6,1019,0.0561968
Greedy,generada.dat,-,5,1100,0.0511817
Greedy,generada.dat,-,6,971,0.0311054
Greedy,generada.dat,-,8,946,0.0281024
Greedy,generada.dat,-,6,978,0.0301145
Greedy,generada.dat,-,6,1030,0.0361466
Greedy,generada.dat,-,6,1028,0.0391396
Greedy,generada.dat,-,6,1098,0.0492039
Greedy,generada.dat,-,6,995,0.0411476
Greedy,generada.dat,-,6,991,0.0572018
Greedy,generada.dat,-,5,1083,0.0753064
Greedy,generada.dat,-,5,1092,0.0511817
Greedy,generada.dat,-,6,1010,0.0441446
Greedy,generada.dat,-,7,994,0.0341306
Greedy,generada.dat,-,7,960,0.0391396
Greedy,generada.dat,-,5,1100,0.0833365
Greedy,generada.dat,-,7,1002,0.0260863
Greedy,generada.dat,-,6,982,0.0331255
Greedy,generada.dat,-,6,1078,0.0411496
Greedy,generada.dat,-,5,1102,0.0551958
Greedy,generada.dat,-,5,1095,0.0893707
Greedy,generada.dat,-,5,1094,0.0953927
Greedy,generada.dat,-,6,1070,0.0471757
Greedy,generada.dat,-,7,1022,0.0351235
Greedy,generada.dat,-,7,1006,0.0381285
Greedy,generada.dat,-,6,948,0.0401547
Greedy,generada.dat,-,10,869,0.0301165
Greedy,generada.dat,-,6,963,0.0391396
Greedy,generada.dat,-,6,1015,0.0391456
Greedy,generada.dat,-,5,1101,0.0793144
Greedy,generada.dat,-,6,1072,0.0702611
Greedy,generada.dat,-,6,1035,0.0561968
Greedy,generada.dat,-,7,976,0.0471838
Greedy,generada.dat,-,6,967,0.0391396
Greedy,generada.dat,-,5,1083,0.0793204
Greedy,generada.dat,-,6,962,0.0250833
Greedy,generada.dat,-,6,966,0.0331215
Greedy,generada.dat,-,5,1118,0.0783174
Greedy,generada.dat,-,5,1134,0.0873364
Greedy,generada.dat,-,5,1109,0.0592219
Greedy,generada.dat,-,6,1024,0.0341346
Greedy,generada.dat,-,5,1085,0.0632682
Greedy,generada.dat,-,6,1046,0.0391396
Greedy,generada.dat,-,5,1080,0.0592219
Greedy,generada.dat,-,6,980,0.0311296
Greedy,generada.dat,-,7,929,0.0431717
Greedy,generada.dat,-,5,1095,0.0964159
Greedy,generada.dat,-,6,1070,0.0561968
Greedy,generada.dat,-,9,938,0.0251095
Greedy,generada.dat,-,6,1009,0.0391396
Greedy,generada.dat,-,7,954,0.0471898
Greedy,generada.dat,-,5,1112,0.0321406
Greedy,generada.dat,-,6,1038,0.0391194
Greedy,generada.dat,-,5,1118,0.0582109
Greedy,generada.dat,-,6,1046,0.0843375
Greedy,generada.dat,-,6,1089,0.0371658
Greedy,generada.dat,-,5,1111,0.120492
Greedy,generada.dat,-,6,1120,0.0461466
Greedy,generada.dat,-,8,1005,0.0371476
Greedy,generada.dat,-,6,964,0.0411496
Greedy,generada.dat,-,6,1024,0.0401325
Greedy,generada.dat,-,6,1019,0.0582109
Greedy,generada.dat,-,5,1094,0.0401466
Greedy,generada.dat,-,6,996,0.0361466
Greedy,generada.dat,-,6,1078,0.0492039
Greedy,generada.dat,-,5,1062,0.0501807
Greedy,generada.dat,-,5,1120,0.0461747
Greedy,generada.dat,-,7,972,0.0341466
Greedy,generada.dat,-,6,1014,0.0532119
Greedy,generada.dat,-,5,1139,0.120492
Greedy,generada.dat,-,5,1092,0.0391396
Greedy,generada.dat,-,6,1037,0.0401386
Greedy,generada.dat,-,6,1026,0.0421647
Greedy,generada.dat,-,7,944,0.0281085
Greedy,generada.dat,-,6,1050,0.0451758
Greedy,generada.dat,-,7,897,0.0281145
Greedy,generada.dat,-,6,1038,0.0492039
Greedy,generada.dat,-,5,1044,0.0381265
Greedy,generada.dat,-,6,952,0.0541948
Greedy,generada.dat,-,7,930,0.0361366
Greedy,generada.dat,-,5,1092,0.058227
Greedy,generada.dat,-,6,940,0.0441587
Greedy,generada.dat,-,6,1081,0.0501929
Greedy,generada.dat,-,6,914,0.0271155
Greedy,generada.dat,-,5,1088,0.0672782
Greedy,generada.dat,-,6,980,0.0541948
Greedy,generada.dat,-,6,1064,0.0381507
Greedy,generada.dat,-,8,1046,0.0431597
Greedy,generada.dat,-,10,865,0.0241025
Greedy,generada.dat,-,6,979,0.0722691
Greedy,generada.dat,-,6,988,0.0301185
Greedy,generada.dat,-,7,1020,0.0441546
Greedy,generada.dat,-,7,947,0.0261206
Greedy,generada.dat,-,6,962,0.046205
Greedy,generada.dat,-,5,1078,0.053224
Greedy,generada.dat,-,6,980,0.0541948
Greedy,generada.dat,-,8,961,0.0341466
Greedy,generada.dat,-,6,1038,0.0391396
Greedy,generada.dat,-,5,1107,0.0622189
Greedy,generada.dat,-,6,1003,0.0532119
Greedy,generada.dat,-,6,991,0.0411396
Greedy,generada.dat,-,6,1054,0.0853324
Greedy,generada.dat,-,6,979,0.0401386
Greedy,generada.dat,-,8,854,0.0220723
Greedy,generada.dat,-,7,1052,0.0451456
Greedy,generada.dat,-,7,932,0.0431657
Greedy,generada.dat,-,6,1011,0.0351356
Greedy,generada.dat,-,7,980,0.0351215
Greedy,generada.dat,-,6,1036,0.0401466
Greedy,generada.dat,-,6,1030,0.0441707
Greedy,generada.dat,-,6,982,0.0251095
Greedy,generada.dat,-,6,958,0.0321084
Greedy,generada.dat,-,8,918,0.0271055
Greedy,generada.dat,-,7,984,0.0381426
Greedy,generada.dat,-,5,1098,0.0471918
Greedy,generada.dat,-,6,1065,0.0411537
Greedy,generada.dat,-,5,1095,0.0833607
Greedy,generada.dat,-,7,898,0.0381486
Greedy,generada.dat,-,7,966,0.0331316
Greedy,generada.dat,-,9,818,0.0250873
Greedy,generada.dat,-,6,1024,0.0471999
Greedy,generada.dat,-,6,954,0.0541948
Greedy,generada.dat,-,7,951,0.0331336
Greedy,generada.dat,-,6,1026,0.0351295
Greedy,generada.dat,-,6,955,0.0541948
Greedy,generada.dat,-,6,1039,0.0541948
Greedy,generada.dat,-,6,1039,0.0492039
Greedy,generada.dat,-,6,1039,0.0512361
Greedy,generada.dat,-,7,906,0.0200663
Greedy,generada.dat,-,6,967,0.0381345
Greedy,generada.dat,-,6,945,0.0401386
Greedy,generada.dat,-,6,1090,0.0381607
Greedy,generada.dat,-,7,913,0.0250873
Greedy,generada.dat,-,5,1112,0.0451798
Greedy,generada.dat,-,5,1052,0.0501807
Greedy,generada.dat,-,6,1063,0.0361466
Greedy,generada.dat,-,5,1044,0.0501807
Greedy,generada.dat,-,7,954,0.0351235
Greedy,generada.dat,-,6,1112,0.0642491
Greedy,generada.dat,-,7,994,0.0311356
Greedy,generada.dat,-,9,962,0.0261206
Greedy,generada.dat,-,6,1020,0.0481848
Greedy,generada.dat,-,7,984,0.0451818
Greedy,generada.dat,-,6,1025,0.0451556
Greedy,generada.dat,-,7,1002,0.0562169
Greedy,generada.dat,-,6,1050,0.0602391
Greedy,generada.dat,-,9,876,0.0250873
Greedy,generada.dat,-,5,1119,0.0783255
Greedy,generada.dat,-,5,1054,0.0391396
Greedy,generada.dat,-,6,994,0.0512059
Greedy,generada.dat,-,6,1046,0.0562129
Greedy,generada.dat,-,8,1016,0.0291095
Greedy,generada.dat,-,6,1048,0.0381486
Greedy,generada.dat,-,9,872,0.0291095
Greedy,generada.dat,-,6,973,0.0461747
Greedy,generada.dat,-,6,998,0.0501807
Greedy,generada.dat,-,7,968,0.0361466
Greedy,generada.dat,-,5,1038,0.0511979
Greedy,generada.dat,-,6,1066,0.0742893
Greedy,generada.dat,-,6,926,0.0321084
Greedy,generada.dat,-,5,1072,0.0572018
Greedy,generada.dat,-,5,1107,0.0923616
Greedy,generada.dat,-,8,929,0.0471979
Greedy,generada.dat,-,6,992,0.0361144
Greedy,generada.dat,-,9,966,0.0351336
Greedy,generada.dat,-,7,1009,0.0461747
Greedy,generada.dat,-,6,991,0.0471999
Greedy,generada.dat,-,6,979,0.0471818
Greedy,generada.dat,-,6,964,0.0351235
Greedy,generada.dat,-,5,1080,0.0562169
Greedy,generada.dat,-,6,1028,0.0491797
Greedy,generada.dat,-,5,1082,0.0501787
Greedy,generada.dat,-,6,998,0.0421748
Greedy,generada.dat,-,5,1070,0.0803355
Greedy,generada.dat,-,6,954,0.0321306
Greedy,generada.dat,-,6,1010,0.0371577
Greedy,generada.dat,-,7,982,0.0271115
Greedy,generada.dat,-,7,956,0.0271155
Greedy,generada.dat,-,5,1083,0.053218
Greedy,generada.dat,-,5,1113,0.052225
Greedy,generada.dat,-,6,982,0.0300964
Greedy,generada.dat,-,5,1098,0.0471918
Greedy,generada.dat,-,7,951,0.0311054
Greedy,generada.dat,-,5,1126,0.0421748
Greedy,generada.dat,-,8,894,0.0200804
Greedy,generada.dat,-,6,1006,0.0401506
Greedy,generada.dat,-,6,1028,0.0783174
Greedy,generada.dat,-,10,846,0.0230994
Greedy,generada.dat,-,6,996,0.0471918
Greedy,generada.dat,-,6,1030,0.0361044
Greedy,generada.dat,-,5,1094,0.0341346
Greedy,generada.dat,-,6,1038,0.0471838
Greedy,generada.dat,-,8,947,0.0341265
Greedy,generada.dat,-,7,1056,0.0411396
Greedy,generada.dat,-,6,1038,0.0301145
Greedy,generada.dat,-,5,1050,0.0833445
Greedy,generada.dat,-,5,1106,0.0561968
Greedy,generada.dat,-,6,1008,0.0361466
Greedy,generada.dat,-,8,1028,0.0451798
Greedy,generada.dat,-,6,988,0.0351235
Greedy,generada.dat,-,7,892,0.0220823
Greedy,generada.dat,-,5,1072,0.0461808
Greedy,generada.dat,-,6,1003,0.0461747
Greedy,generada.dat,-,7,981,0.0411637
Greedy,generada.dat,-,7,978,0.0371335
Greedy,generada.dat,-,6,1008,0.0300883
Greedy,generada.dat,-,9,942,0.0210874
Greedy,generada.dat,-,5,1120,0.0551958
Greedy,generada.dat,-,7,998,0.0371476
Greedy,generada.dat,-,6,1008,0.0401567
Greedy,generada.dat,-,6,1027,0.0451677
Greedy,generada.dat,-,5,1080,0.0541948
Greedy,generada.dat,-,6,973,0.0391396
Greedy,generada.dat,-,6,1078,0.0411657
Greedy,generada.dat,-,7,910,0.0361144
Greedy,generada.dat,-,8,916,0.0341245
Greedy,generada.dat,-,7,983,0.0411396
Greedy,generada.dat,-,6,994,0.0271155
Greedy,generada.dat,-,6,968,0.0361164
Greedy,generada.dat,-,6,981,0.0401386
Greedy,generada.dat,-,7,955,0.0301125
Greedy,generada.dat,-,6,1110,0.0582109
Greedy,generada.dat,-,6,1032,0.0442009
Greedy,generada.dat,-,7,926,0.0361466
Greedy,generada.dat,-,5,1064,0.0421587
Greedy,generada.dat,-,10,888,0.0311115
Greedy,generada.dat,-,6,994,0.0381386
Greedy,generada.dat,-,8,912,0.0250873
Greedy,generada.dat,-,6,1042,0.0612582
Greedy,generada.dat,-,7,1020,0.0311115
Greedy,generada.dat,-,5,1074,0.0491697
Greedy,generada.dat,-,5,1099,0.0592219
Greedy,generada.dat,-,7,886,0.0150613
Greedy,generada.dat,-,9,868,0.0281145
Greedy,generada.dat,-,5,1068,0.0461747
Greedy,generada.dat,-,6,1074,0.0401627
Greedy,generada.dat,-,6,1076,0.0823194
Greedy,generada.dat,-,6,1024,0.0341346
Greedy,generada.dat,-,5,1111,0.0471918
Greedy,generada.dat,-,5,1099,0.0471999
Greedy,generada.dat,-,6,1067,0.052225
Greedy,generada.dat,-,5,1096,0.0913606
Greedy,generada.dat,-,6,1026,0.0251015
Greedy,generada.dat,-,5,1112,0.0562069
Greedy,generada.dat,-,8,998,0.0381245
Greedy,generada.dat,-,6,1075,0.0622189
Greedy,generada.dat,-,5,1046,0.0391396
Greedy,generada.dat,-,5,1098,0.0451556
Greedy,generada.dat,-,6,1074,0.0592219
Greedy,generada.dat,-,6,1040,0.0361466
Greedy,generada.dat,-,6,1006,0.0411516
